StudentID,Age,Gender,EducationLevel,City,AIToolUsed,DailyUsageHours,Purpose,ImpactonGrades,SatisfactionLevel
4190,17,Female,University,Thiruvananthapuram,ChatGPT,6.5,Writing,Improved,Low
4191,20,Male,University,Ludhiana,Grammarly,3.8,Homework,Improved,Low
4192,15,Male,School,Bengaluru,Claude,3.0,Writing,No Change,Low
4193,15,Male,College,Hyderabad,Gemini,1.7,Coding,Slight Decline,High
4194,21,Female,College,Ludhiana,Notion AI,3.7,Research,Improved,Medium
4195,20,Female,College,Bhubaneswar,Claude,4.4,Homework,No Change,Medium
4196,25,Male,University,Hyderabad,Gemini,3.6,Learning,Improved,Low
4197,24,Male,University,Guwahati,ChatGPT,1.3,Research,Slight Decline,Medium
4198,19,Male,College,Visakhapatnam,ChatGPT,1.5,Research,No Change,Low
4199,23,Female,School,Surat,Grammarly,5.2,Homework,Improved,Low
4200,24,Male,College,Gurugram,Perplexity,1.8,Research,Slight Decline,High
4201,19,Female,College,Visakhapatnam,Grammarly,1.1,Homework,Improved,Low
4202,24,Male,School,Patna,ChatGPT,1.5,Learning,No Change,Low
4203,22,Female,School,Kanpur,ChatGPT,5.9,Learning,Improved,Low
4204,17,Female,University,Thiruvananthapuram,Copilot,4.2,Homework,Slight Decline,Medium
4205,21,Male,College,Guwahati,Perplexity,5.1,Research,Slight Decline,Low
4206,21,Female,College,Chandigarh,Gemini,1.9,Learning,Slight Decline,High
4207,25,Female,University,Ludhiana,Gemini,4.3,Coding,Improved,Low
4208,17,Female,College,Pune,Notion AI,1.7,Coding,No Change,Low
4209,18,Female,College,Indore,Copilot,3.6,Research,Improved,Medium
4210,18,Male,University,Noida,Gemini,0.9,Homework,Improved,Low
4211,24,Female,University,Visakhapatnam,Perplexity,3.6,Homework,Slight Decline,Low
4212,17,Male,College,Lucknow,Gemini,1.9,Learning,Slight Decline,High
4213,21,Female,School,Guwahati,Notion AI,1.8,Research,No Change,High
4214,23,Female,School,Mysuru,Copilot,3.5,Research,No Change,Low
4215,15,Female,School,Hyderabad,Perplexity,3.9,Writing,No Change,Low
4216,24,Male,University,Ranchi,Notion AI,4.7,Coding,No Change,High
4217,15,Female,School,Surat,Notion AI,2.3,Learning,Improved,Low
4218,24,Male,School,Mumbai,ChatGPT,2.2,Coding,Improved,Medium
4219,17,Male,College,Guwahati,Notion AI,1.0,Writing,Slight Decline,High
4220,25,Female,University,Ranchi,ChatGPT,2.4,Writing,No Change,High
4221,15,Male,College,Indore,Copilot,2.6,Research,Improved,Medium
4222,23,Male,University,Chennai,Claude,3.5,Coding,Improved,Low
4223,22,Male,University,Bhubaneswar,Copilot,3.0,Writing,No Change,Low
4224,23,Female,College,Guwahati,ChatGPT,4.7,Writing,No Change,Low
4225,21,Male,University,Mysuru,Grammarly,3.2,Coding,Improved,High
4226,25,Male,University,Kolkata,Claude,5.5,Research,Slight Decline,High
4227,15,Male,School,Chennai,Grammarly,3.7,Research,Slight Decline,High
4228,25,Male,School,Surat,Grammarly,4.0,Homework,Slight Decline,Low
4229,19,Male,University,Bhopal,Perplexity,4.7,Coding,No Change,Low
4230,17,Female,School,Gurugram,Perplexity,4.6,Learning,Slight Decline,Low
4231,18,Female,College,Bengaluru,Gemini,6.1,Writing,Slight Decline,Low
4232,18,Male,University,Gurugram,Perplexity,4.9,Homework,No Change,Low
4233,15,Female,College,Kolkata,Perplexity,6.2,Writing,No Change,Medium
4234,18,Male,College,Pune,Copilot,2.6,Coding,Slight Decline,High
4235,23,Female,College,Kanpur,Copilot,6.3,Coding,Slight Decline,High
4236,25,Male,College,Chandigarh,Grammarly,4.1,Homework,No Change,High
4237,16,Male,School,Indore,Gemini,2.4,Homework,Slight Decline,Medium
4238,15,Male,University,Kochi,ChatGPT,1.3,Coding,Improved,Medium
4239,18,Male,University,Ranchi,Claude,3.6,Writing,No Change,Low
4240,15,Male,School,Jaipur,Copilot,6.3,Homework,Improved,Low
4241,24,Male,College,Mumbai,ChatGPT,5.5,Coding,No Change,Medium
4242,18,Male,College,Visakhapatnam,Copilot,5.0,Writing,No Change,Medium
4243,25,Male,College,Guwahati,ChatGPT,0.8,Homework,No Change,High
4244,21,Male,College,Jaipur,Notion AI,5.1,Research,Improved,Low
4245,19,Male,University,Pune,Notion AI,4.6,Research,No Change,Low
4246,22,Female,School,Bhopal,Gemini,5.5,Writing,Slight Decline,High
4247,25,Female,School,Visakhapatnam,Copilot,1.1,Homework,Slight Decline,Low
4248,23,Female,University,Vijayawada,ChatGPT,2.9,Learning,No Change,Medium
4249,17,Male,School,Hyderabad,Grammarly,2.5,Learning,Slight Decline,High
4250,21,Female,School,Vijayawada,Perplexity,5.1,Research,No Change,High
4251,17,Male,School,Mysuru,Gemini,5.1,Learning,No Change,High
4252,15,Male,School,Ludhiana,Grammarly,3.5,Learning,No Change,High
4253,22,Male,College,Ludhiana,Claude,2.7,Research,No Change,Medium
4254,16,Male,School,Hyderabad,Grammarly,1.1,Learning,Slight Decline,Low
4255,22,Female,University,Bhopal,Copilot,1.4,Coding,No Change,High
4256,17,Female,School,Ranchi,Grammarly,0.6,Research,Improved,High
4257,21,Female,School,Guwahati,Perplexity,5.1,Learning,Slight Decline,Medium
4258,18,Male,University,Pune,Perplexity,6.0,Homework,Slight Decline,Medium
4259,23,Male,School,Chandigarh,Grammarly,0.7,Research,Improved,Low
4260,25,Male,University,Pune,Grammarly,5.3,Coding,Improved,High
4261,25,Male,College,Pune,ChatGPT,2.2,Homework,Slight Decline,Low
4262,15,Male,University,Bengaluru,Perplexity,3.6,Coding,No Change,Medium
4263,25,Female,College,Mumbai,Claude,4.7,Learning,Slight Decline,Low
4264,18,Female,School,Vijayawada,Claude,2.5,Homework,Slight Decline,Medium
4265,21,Male,School,Visakhapatnam,Notion AI,6.4,Coding,No Change,Medium
4266,16,Male,University,Lucknow,ChatGPT,6.4,Homework,Improved,Medium
4267,16,Male,University,Mumbai,Grammarly,4.5,Writing,No Change,Low
4268,15,Female,University,Indore,ChatGPT,6.4,Coding,Slight Decline,Low
4269,23,Male,College,Kochi,Notion AI,1.2,Research,No Change,High
4270,17,Female,College,Visakhapatnam,Claude,0.6,Homework,Slight Decline,Low
4271,15,Female,University,Ludhiana,Notion AI,5.6,Coding,No Change,Medium
4272,21,Male,College,Chennai,Notion AI,4.7,Writing,Slight Decline,Medium
4273,15,Female,School,Lucknow,Copilot,2.4,Research,No Change,Medium
4274,16,Female,University,Mumbai,Gemini,3.6,Writing,Slight Decline,Low
4275,15,Female,College,Gurugram,Grammarly,2.9,Homework,Improved,Medium
4276,16,Female,College,Hyderabad,Grammarly,3.2,Learning,Slight Decline,Medium
4277,15,Male,University,Ranchi,Grammarly,3.9,Learning,No Change,Low
4278,22,Female,University,Jaipur,Perplexity,3.6,Research,Improved,Medium
4279,16,Male,College,Mysuru,Perplexity,4.2,Writing,Improved,Medium
4280,20,Female,College,Gurugram,Notion AI,2.5,Writing,Slight Decline,High
4281,21,Female,School,Guwahati,Perplexity,3.9,Learning,Slight Decline,Medium
4282,24,Male,School,Bhubaneswar,Grammarly,5.7,Writing,No Change,High
4283,18,Female,School,Jaipur,Grammarly,2.7,Research,No Change,Medium
4284,18,Male,College,Hyderabad,Perplexity,2.2,Coding,Slight Decline,Medium
4285,15,Male,College,Mysuru,Copilot,3.4,Writing,Slight Decline,High
4286,25,Female,University,Mysuru,ChatGPT,2.4,Learning,Improved,Low
4287,18,Male,School,Pune,Grammarly,5.9,Coding,No Change,Low
4288,17,Male,College,Indore,Grammarly,4.1,Coding,No Change,Medium
4289,19,Male,College,Ahmedabad,Copilot,4.9,Homework,Slight Decline,High
4290,21,Male,College,Chennai,Gemini,0.7,Writing,Improved,Low
4291,25,Male,University,Ahmedabad,Claude,1.1,Coding,Improved,High
4292,20,Female,University,Visakhapatnam,Notion AI,2.9,Writing,No Change,Low
4293,15,Male,School,Surat,Grammarly,3.0,Homework,No Change,Low
4294,15,Male,College,Guwahati,Grammarly,0.9,Coding,Improved,High
4295,17,Female,University,Indore,Notion AI,5.3,Learning,Slight Decline,Medium
4296,18,Male,College,Ranchi,Perplexity,3.9,Writing,Improved,High
4297,18,Female,College,Nagpur,Claude,3.5,Learning,Slight Decline,Medium
4298,16,Male,School,Bhubaneswar,ChatGPT,4.6,Writing,Slight Decline,High
4299,19,Female,University,Coimbatore,ChatGPT,4.7,Homework,Slight Decline,Medium
4300,21,Male,University,Noida,Perplexity,2.5,Writing,Improved,High
4301,16,Male,University,Gurugram,Grammarly,3.4,Research,Slight Decline,Medium
4302,15,Female,School,Nagpur,Perplexity,4.0,Writing,Slight Decline,Medium
4303,15,Male,School,Patna,Copilot,0.5,Coding,No Change,Low
4304,25,Male,College,Vijayawada,Grammarly,1.3,Research,Improved,Medium
4305,24,Female,College,Bengaluru,Notion AI,2.8,Research,Improved,High
4306,22,Female,College,Indore,Notion AI,0.8,Research,Slight Decline,Medium
4307,18,Male,College,Kanpur,Notion AI,0.8,Research,Slight Decline,Medium
4308,16,Male,College,Jaipur,Claude,3.6,Research,Improved,High
4309,25,Female,College,Lucknow,ChatGPT,4.2,Coding,Improved,Low
4310,15,Male,College,Ranchi,Copilot,2.0,Writing,No Change,Medium
4311,19,Female,University,Chennai,Grammarly,5.9,Research,No Change,Low
4312,24,Male,School,Noida,Perplexity,5.4,Coding,Improved,Medium
4313,17,Male,University,Bengaluru,Notion AI,5.7,Learning,Slight Decline,Low
4314,22,Female,College,Kochi,Perplexity,3.2,Research,Slight Decline,Medium
4315,25,Female,School,Patna,Notion AI,5.4,Learning,Improved,Medium
4316,24,Male,University,Surat,Perplexity,4.5,Coding,Improved,High
4317,19,Male,University,Pune,Notion AI,1.1,Coding,Slight Decline,High
4318,25,Male,University,Bengaluru,Grammarly,0.6,Homework,Improved,Medium
4319,19,Female,University,Bengaluru,ChatGPT,6.1,Writing,Slight Decline,Low
4320,19,Female,College,Pune,Copilot,3.7,Homework,No Change,Low
4321,15,Male,University,Pune,Grammarly,4.9,Learning,No Change,Medium
4322,23,Male,College,Pune,Notion AI,1.5,Coding,Slight Decline,Low
4323,23,Female,University,Kochi,Grammarly,4.7,Homework,Improved,Low
4324,23,Male,College,Noida,Gemini,4.4,Homework,Slight Decline,Low
4325,19,Female,University,Lucknow,ChatGPT,5.9,Learning,No Change,High
4326,18,Female,University,Bhopal,Grammarly,2.3,Research,Improved,Low
4327,18,Male,College,Coimbatore,Perplexity,2.7,Coding,No Change,Low
4328,22,Female,School,Kochi,ChatGPT,4.2,Research,Slight Decline,High
4329,22,Female,College,Kochi,Grammarly,5.8,Research,Improved,High
4330,21,Female,College,Bhubaneswar,Notion AI,2.1,Research,Slight Decline,Medium
4331,24,Female,College,Coimbatore,Perplexity,1.1,Writing,No Change,Medium
4332,19,Female,School,Mumbai,Notion AI,2.5,Homework,Improved,Medium
4333,16,Male,School,Bengaluru,ChatGPT,4.3,Learning,Improved,Medium
4334,20,Female,University,Ahmedabad,Grammarly,6.5,Research,Improved,Medium
4335,21,Female,College,Ahmedabad,Perplexity,1.5,Learning,Slight Decline,Medium
4336,17,Male,University,Pune,Notion AI,5.4,Learning,No Change,High
4337,24,Female,College,Coimbatore,Claude,1.8,Coding,Improved,Low
4338,23,Female,School,Surat,Grammarly,3.6,Coding,Slight Decline,High
4339,24,Female,University,Guwahati,Copilot,5.0,Writing,Slight Decline,Low
4340,16,Male,School,Ludhiana,Perplexity,1.1,Learning,Slight Decline,Low
4341,15,Male,School,Mumbai,ChatGPT,5.3,Writing,Improved,High
4342,25,Male,University,Nagpur,Claude,1.0,Homework,Improved,Low
4343,17,Female,School,Hyderabad,Notion AI,2.4,Writing,No Change,Low
4344,18,Male,College,Bhopal,Perplexity,0.7,Learning,Slight Decline,High
4345,18,Female,College,Ahmedabad,Grammarly,5.6,Research,Slight Decline,Low
4346,19,Female,University,Bhopal,Notion AI,4.1,Research,No Change,Low
4347,20,Female,School,Visakhapatnam,Copilot,1.5,Research,Slight Decline,Low
4348,24,Female,College,Visakhapatnam,Gemini,1.2,Homework,Slight Decline,High
4349,21,Female,University,Ludhiana,Claude,3.4,Writing,Slight Decline,Medium
4350,25,Male,College,Visakhapatnam,Perplexity,0.5,Learning,Slight Decline,Medium
4351,16,Female,School,Patna,ChatGPT,5.3,Homework,Improved,Low
4352,19,Male,College,Guwahati,Notion AI,6.3,Homework,No Change,Low
4353,21,Female,University,Delhi,Copilot,0.7,Writing,Improved,Low
4354,17,Female,University,Coimbatore,Grammarly,4.0,Coding,Improved,Low
4355,23,Female,University,Kanpur,Claude,4.2,Homework,Slight Decline,High
4356,18,Male,University,Ahmedabad,ChatGPT,0.6,Learning,No Change,High
4357,23,Female,College,Bengaluru,Perplexity,5.1,Coding,Improved,High
4358,18,Male,School,Delhi,Claude,2.1,Learning,No Change,Low
4359,18,Male,School,Kanpur,Copilot,4.4,Coding,No Change,Medium
4360,24,Female,University,Jaipur,Gemini,1.8,Writing,Improved,Low
4361,20,Female,College,Hyderabad,Perplexity,1.0,Learning,Improved,High
4362,18,Female,School,Ludhiana,Perplexity,2.0,Coding,No Change,Medium
4363,19,Male,School,Gurugram,ChatGPT,5.8,Research,Slight Decline,High
4364,20,Male,University,Hyderabad,Gemini,5.1,Writing,No Change,Low
4365,19,Female,College,Pune,Claude,3.4,Writing,No Change,Low
4366,15,Male,School,Kochi,Perplexity,1.2,Learning,Improved,Medium
4367,15,Female,School,Pune,Perplexity,1.8,Homework,Slight Decline,Medium
4368,16,Female,School,Chandigarh,Perplexity,6.3,Writing,Improved,Medium
4369,18,Male,College,Delhi,Grammarly,1.3,Homework,Slight Decline,Medium
4370,17,Male,School,Ahmedabad,Notion AI,2.2,Homework,Slight Decline,Medium
4371,21,Female,University,Mysuru,Notion AI,3.8,Research,Slight Decline,Low
4372,20,Female,School,Surat,Claude,2.7,Homework,Slight Decline,Low
4373,17,Male,University,Mumbai,Perplexity,2.1,Research,Slight Decline,Medium
4374,17,Female,College,Chandigarh,Claude,4.6,Coding,No Change,High
4375,22,Female,College,Mysuru,ChatGPT,1.4,Homework,Improved,Low
4376,25,Male,College,Bhopal,ChatGPT,3.3,Writing,Improved,Medium
4377,16,Male,School,Lucknow,Notion AI,1.2,Coding,No Change,Medium
4378,21,Female,University,Ahmedabad,ChatGPT,2.2,Research,Slight Decline,High
4379,23,Female,College,Mumbai,Copilot,2.7,Learning,Improved,Low
4380,20,Male,University,Ludhiana,Grammarly,4.3,Learning,No Change,Medium
4381,22,Male,College,Chennai,Claude,3.2,Coding,Improved,Medium
4382,22,Male,College,Ahmedabad,Gemini,2.2,Learning,Slight Decline,Medium
4383,21,Female,University,Nagpur,Copilot,4.6,Research,Improved,Low
4384,22,Female,University,Guwahati,ChatGPT,3.3,Writing,Slight Decline,Medium
4385,15,Female,University,Visakhapatnam,Grammarly,4.8,Homework,Improved,Low
4386,25,Female,School,Ranchi,Gemini,2.8,Coding,No Change,Low
4387,18,Female,School,Mumbai,ChatGPT,4.9,Research,Improved,Medium
4388,21,Male,University,Noida,Copilot,3.9,Learning,No Change,High
4389,17,Male,School,Ludhiana,Claude,2.0,Coding,Improved,Low
4390,21,Female,School,Indore,Perplexity,3.8,Writing,Slight Decline,Low
4391,25,Female,University,Lucknow,Copilot,1.3,Homework,Improved,Low
4392,24,Male,University,Guwahati,Notion AI,0.6,Research,Slight Decline,High
4393,19,Female,University,Ahmedabad,Claude,4.6,Coding,No Change,High
4394,17,Female,College,Jaipur,ChatGPT,1.6,Writing,Slight Decline,High
4395,15,Male,University,Noida,Notion AI,4.1,Writing,No Change,High
4396,17,Female,University,Nagpur,Copilot,3.3,Learning,Slight Decline,Low
4397,16,Female,University,Guwahati,Gemini,3.1,Research,Slight Decline,Low
4398,21,Male,School,Vijayawada,Notion AI,2.4,Research,Slight Decline,Low
4399,19,Female,College,Kanpur,Grammarly,3.6,Learning,Improved,Medium
4400,19,Female,College,Surat,ChatGPT,6.3,Learning,Improved,Low
4401,18,Female,University,Hyderabad,Perplexity,5.1,Homework,Slight Decline,Low
4402,17,Female,University,Chennai,Gemini,3.0,Coding,Improved,Low
4403,23,Male,College,Noida,Gemini,5.7,Homework,Slight Decline,Low
4404,19,Male,College,Chandigarh,Grammarly,3.7,Learning,Slight Decline,High
4405,21,Female,School,Kanpur,Perplexity,6.4,Learning,Slight Decline,Medium
4406,17,Female,University,Thiruvananthapuram,Notion AI,6.3,Homework,Slight Decline,Medium
4407,22,Male,University,Kolkata,Claude,0.7,Research,Improved,High
4408,18,Female,University,Pune,Copilot,1.5,Learning,Slight Decline,High
4409,24,Male,College,Lucknow,Grammarly,5.5,Coding,No Change,Medium
4410,19,Male,School,Kochi,ChatGPT,2.7,Writing,Improved,Low
4411,17,Female,College,Gurugram,Gemini,2.0,Writing,No Change,High
4412,17,Male,University,Coimbatore,Gemini,3.7,Learning,Slight Decline,High
4413,15,Male,College,Jaipur,Perplexity,4.5,Homework,Slight Decline,High
4414,16,Female,School,Ranchi,Copilot,2.4,Writing,Slight Decline,High
4415,25,Male,College,Ranchi,Gemini,5.7,Learning,No Change,High
4416,25,Male,University,Surat,Gemini,3.5,Coding,Improved,Low
4417,22,Male,College,Ranchi,Notion AI,1.9,Learning,Improved,High
4418,20,Male,School,Kolkata,Perplexity,4.5,Writing,Improved,Medium
4419,21,Male,University,Vijayawada,Perplexity,3.3,Coding,Slight Decline,High
4420,19,Male,University,Mysuru,Copilot,1.4,Research,Slight Decline,High
4421,21,Male,School,Noida,Copilot,0.9,Homework,Improved,Medium
4422,19,Male,University,Chennai,Gemini,4.1,Homework,Slight Decline,High
4423,16,Female,College,Ranchi,Perplexity,0.9,Writing,Slight Decline,Medium
4424,15,Male,School,Guwahati,Perplexity,6.3,Coding,Slight Decline,Low
4425,16,Male,College,Thiruvananthapuram,Perplexity,1.7,Learning,Improved,High
4426,17,Male,University,Ludhiana,ChatGPT,6.4,Coding,Slight Decline,Medium
4427,18,Male,College,Chandigarh,Gemini,2.4,Coding,No Change,High
4428,22,Male,College,Thiruvananthapuram,Copilot,6.1,Homework,No Change,High
4429,23,Female,College,Lucknow,Claude,4.3,Homework,Slight Decline,Low
4430,25,Female,University,Coimbatore,Copilot,1.1,Learning,Improved,High
4431,18,Female,School,Surat,Notion AI,2.0,Homework,Slight Decline,High
4432,22,Male,College,Noida,Claude,2.9,Learning,No Change,Medium
4433,20,Male,School,Lucknow,Claude,3.0,Homework,Slight Decline,Low
4434,25,Male,University,Ranchi,Grammarly,3.9,Writing,Improved,Medium
4435,15,Female,College,Vijayawada,Copilot,4.1,Coding,No Change,Medium
4436,23,Male,University,Visakhapatnam,Gemini,2.4,Homework,Slight Decline,Low
4437,19,Male,University,Ludhiana,Perplexity,1.0,Homework,Slight Decline,High
4438,17,Male,College,Bhubaneswar,Copilot,4.6,Coding,Improved,High
4439,19,Female,University,Mumbai,Claude,3.3,Coding,Slight Decline,Low
4440,25,Male,College,Kochi,Notion AI,4.6,Research,No Change,High
4441,21,Female,School,Patna,ChatGPT,3.9,Homework,Slight Decline,Medium
4442,15,Male,College,Chennai,Grammarly,0.5,Homework,Slight Decline,Low
4443,20,Male,School,Visakhapatnam,Notion AI,5.3,Homework,Improved,Medium
4444,18,Male,University,Delhi,Notion AI,5.1,Homework,No Change,Low
4445,20,Female,University,Chandigarh,Gemini,2.9,Homework,No Change,Low
4446,18,Male,School,Jaipur,Gemini,5.2,Research,Slight Decline,Medium
4447,22,Male,University,Mysuru,Copilot,0.6,Homework,No Change,High
4448,15,Male,College,Gurugram,Notion AI,3.1,Homework,No Change,Low
4449,17,Male,University,Chandigarh,Perplexity,3.0,Research,Slight Decline,Low
4450,17,Male,School,Thiruvananthapuram,Copilot,1.7,Research,Improved,High
4451,24,Female,School,Bhopal,Copilot,1.8,Research,Slight Decline,Low
4452,15,Female,College,Guwahati,ChatGPT,0.8,Writing,Slight Decline,Medium
4453,18,Male,School,Visakhapatnam,Grammarly,4.4,Coding,No Change,High
4454,19,Male,College,Bhopal,Grammarly,6.3,Learning,Improved,Medium
4455,18,Male,College,Surat,Copilot,6.1,Writing,No Change,Medium
4456,17,Male,University,Coimbatore,Perplexity,1.7,Coding,Improved,Low
4457,23,Male,School,Kochi,Grammarly,3.7,Research,Slight Decline,Low
4458,19,Male,College,Visakhapatnam,Perplexity,5.3,Coding,Improved,High
4459,15,Male,University,Mumbai,Notion AI,2.5,Research,Slight Decline,High
4460,20,Female,School,Thiruvananthapuram,Claude,1.6,Learning,Slight Decline,Low
4461,25,Female,University,Indore,Grammarly,0.6,Research,Improved,High
4462,19,Female,School,Thiruvananthapuram,Grammarly,4.9,Homework,Improved,Medium
4463,15,Female,University,Chennai,Gemini,2.1,Research,No Change,Low
4464,22,Male,University,Guwahati,Notion AI,1.6,Homework,Slight Decline,Medium
4465,16,Female,College,Noida,Grammarly,5.9,Learning,No Change,Medium
4466,15,Female,University,Mumbai,Notion AI,5.5,Writing,No Change,High
4467,23,Female,School,Ahmedabad,Copilot,5.3,Writing,No Change,Low
4468,21,Male,College,Chandigarh,Perplexity,0.8,Writing,Slight Decline,Low
4469,19,Female,School,Surat,Claude,6.1,Coding,Improved,High
4470,15,Female,College,Ludhiana,Gemini,3.2,Homework,Slight Decline,Medium
4471,22,Female,University,Indore,Claude,2.0,Learning,Improved,Medium
4472,21,Female,College,Gurugram,Grammarly,4.9,Learning,No Change,Medium
4473,20,Female,University,Kanpur,Grammarly,0.7,Coding,Improved,Low
4474,22,Male,College,Coimbatore,Notion AI,1.4,Writing,Slight Decline,Low
4475,23,Male,University,Surat,Copilot,3.0,Coding,Improved,High
4476,23,Female,School,Kolkata,Gemini,6.3,Homework,Slight Decline,Medium
4477,25,Female,University,Coimbatore,ChatGPT,0.7,Research,Slight Decline,Medium
4478,16,Female,School,Ranchi,Grammarly,0.9,Homework,Improved,High
4479,21,Male,University,Visakhapatnam,Copilot,1.2,Research,No Change,High
4480,23,Male,School,Kolkata,ChatGPT,2.3,Homework,Improved,High
4481,22,Female,School,Kanpur,Copilot,2.1,Homework,No Change,Low
4482,23,Male,School,Ahmedabad,ChatGPT,1.5,Coding,Slight Decline,High
4483,21,Male,University,Bengaluru,Notion AI,4.7,Learning,Improved,Low
4484,24,Male,University,Surat,Copilot,4.9,Learning,Improved,Medium
4485,25,Female,College,Jaipur,Gemini,2.8,Research,Improved,Low
4486,16,Male,School,Bhubaneswar,Copilot,3.7,Research,No Change,Medium
4487,23,Male,University,Gurugram,Grammarly,4.0,Coding,Slight Decline,Medium
4488,16,Male,University,Ranchi,ChatGPT,5.4,Coding,No Change,Medium
4489,18,Female,University,Kochi,Copilot,3.0,Homework,Improved,Medium
4490,15,Female,College,Mumbai,Perplexity,5.9,Research,No Change,Low
4491,22,Female,School,Lucknow,Gemini,5.4,Coding,Slight Decline,Medium
4492,24,Male,College,Indore,Perplexity,3.8,Homework,No Change,Medium
4493,18,Female,College,Vijayawada,Grammarly,2.2,Research,Improved,High
4494,15,Female,College,Patna,Grammarly,4.9,Writing,Improved,Medium
4495,17,Female,College,Bhopal,Copilot,4.7,Coding,No Change,High
4496,20,Male,School,Visakhapatnam,Notion AI,1.4,Coding,Slight Decline,Medium
4497,15,Male,College,Bhubaneswar,Copilot,5.9,Homework,Improved,High
4498,20,Female,School,Ludhiana,Perplexity,1.6,Writing,No Change,Low
4499,16,Female,School,Mumbai,Copilot,0.9,Learning,Slight Decline,Medium
4500,24,Female,College,Bhopal,Claude,0.5,Coding,No Change,Medium
4501,20,Male,College,Jaipur,Notion AI,5.1,Homework,Improved,High
4502,18,Male,College,Hyderabad,Notion AI,0.5,Coding,Improved,Low
4503,21,Male,University,Patna,Gemini,2.0,Research,No Change,High
4504,25,Female,University,Bhopal,Gemini,6.3,Writing,Improved,High
4505,24,Female,School,Chennai,Gemini,1.1,Writing,Slight Decline,Low
4506,17,Male,School,Guwahati,Perplexity,4.0,Homework,No Change,Medium
4507,19,Female,University,Ahmedabad,Perplexity,0.8,Research,No Change,Low
4508,23,Female,School,Thiruvananthapuram,Perplexity,3.3,Coding,Improved,Medium
4509,19,Male,School,Guwahati,Copilot,4.2,Homework,Slight Decline,Medium
4510,20,Male,School,Ranchi,Perplexity,3.7,Writing,Slight Decline,Medium
4511,24,Male,College,Patna,ChatGPT,4.5,Writing,Improved,Medium
4512,21,Male,School,Noida,Notion AI,1.4,Research,Slight Decline,High
4513,20,Female,University,Vijayawada,ChatGPT,4.7,Coding,No Change,Low
4514,16,Male,College,Nagpur,ChatGPT,0.7,Learning,Improved,High
4515,22,Female,School,Mysuru,Grammarly,2.3,Learning,Improved,Medium
4516,25,Female,School,Kolkata,Gemini,6.1,Homework,No Change,Medium
4517,19,Male,University,Chennai,ChatGPT,1.6,Writing,No Change,Low
4518,15,Male,School,Indore,Notion AI,1.4,Writing,Slight Decline,Low
4519,18,Male,University,Jaipur,Grammarly,3.0,Homework,No Change,High
4520,18,Female,University,Bengaluru,Grammarly,3.1,Writing,Improved,High
4521,21,Male,School,Guwahati,Grammarly,2.2,Research,Improved,Medium
4522,24,Female,University,Guwahati,Grammarly,1.6,Homework,Improved,High
4523,22,Male,College,Noida,Notion AI,1.9,Writing,Slight Decline,Low
4524,15,Male,University,Ranchi,Copilot,4.6,Writing,Improved,Medium
4525,22,Male,College,Kolkata,Claude,1.2,Homework,Slight Decline,Medium
4526,22,Male,School,Visakhapatnam,Gemini,1.2,Learning,No Change,Low
4527,22,Male,University,Kanpur,Claude,1.5,Learning,No Change,Low
4528,19,Male,University,Lucknow,ChatGPT,5.9,Learning,No Change,High
4529,18,Female,College,Kochi,ChatGPT,5.6,Coding,Slight Decline,Low
4530,23,Female,College,Jaipur,Notion AI,6.2,Learning,Improved,High
4531,25,Female,College,Noida,Perplexity,6.1,Research,Slight Decline,High
4532,16,Female,School,Bhopal,Notion AI,0.9,Coding,Slight Decline,Low
4533,25,Male,University,Visakhapatnam,Notion AI,5.4,Learning,Slight Decline,High
4534,19,Female,University,Bhubaneswar,Notion AI,2.6,Research,Slight Decline,Medium
4535,20,Male,College,Hyderabad,Grammarly,5.4,Homework,Slight Decline,Medium
4536,19,Female,University,Nagpur,Grammarly,6.2,Research,Improved,Medium
4537,20,Male,School,Kochi,Grammarly,4.7,Learning,Improved,Low
4538,19,Male,College,Noida,Grammarly,5.6,Research,No Change,Medium
4539,18,Male,University,Kochi,Perplexity,3.9,Research,Slight Decline,Low
4540,22,Male,School,Guwahati,ChatGPT,3.6,Learning,No Change,Low
4541,15,Male,College,Jaipur,Perplexity,6.2,Research,Improved,Medium
4542,24,Male,College,Pune,Notion AI,3.1,Research,Slight Decline,Medium
4543,20,Male,University,Lucknow,Claude,1.1,Research,No Change,Low
4544,24,Female,College,Patna,Notion AI,1.8,Writing,Improved,Low
4545,17,Female,College,Kolkata,Perplexity,4.6,Coding,Improved,Medium
4546,17,Male,School,Ahmedabad,Claude,2.9,Writing,No Change,Medium
4547,20,Male,College,Ranchi,Claude,5.1,Research,Improved,Low
4548,23,Female,College,Chennai,Gemini,3.7,Research,No Change,Low
4549,21,Male,School,Kochi,Notion AI,1.3,Learning,No Change,High
4550,18,Male,School,Guwahati,ChatGPT,4.5,Coding,Improved,Medium
4551,24,Female,College,Kanpur,Copilot,6.2,Research,No Change,Low
4552,23,Female,School,Pune,Notion AI,3.6,Homework,Improved,High
4553,21,Male,School,Visakhapatnam,Notion AI,5.8,Learning,Slight Decline,Low
4554,25,Female,School,Guwahati,Copilot,6.3,Writing,Slight Decline,Low
4555,23,Male,University,Chandigarh,ChatGPT,2.2,Writing,Improved,Low
4556,24,Female,University,Visakhapatnam,ChatGPT,3.7,Research,Slight Decline,Low
4557,16,Female,College,Indore,Copilot,0.6,Writing,Improved,Medium
